0,POLNGP62309015,7439da650d19737165bbddc324baac01,D,D,33<br />
1,POLNGP62309015,7439da650d19737165bbddc324baac01,B,C,56<br />
2,POLNGP62309015,7439da650d19737165bbddc324baac01,B,A,30<br />
3,POLNGP62309015,7439da650d19737165bbddc324baac01,C,D,72<br />
4,POLNGP62309015,7439da650d19737165bbddc324baac01,A,D,94<br />
5,POLNGP62309015,7439da650d19737165bbddc324baac01,C,D,22<br />
6,POLNGP62309015,7439da650d19737165bbddc324baac01,A,B,34<br />
7,POLNGP62309015,7439da650d19737165bbddc324baac01,C,B,21<br />
8,POLNGP62309015,7439da650d19737165bbddc324baac01,B,B,38<br />
9,POLNGP62309015,7439da650d19737165bbddc324baac01,D,C,29<br />
10,POLNGP62309015,7439da650d19737165bbddc324baac01,D,A,23<br />
11,POLNGP62309015,7439da650d19737165bbddc324baac01,B,B,36<br />
12,POLNGP62309015,7439da650d19737165bbddc324baac01,A,D,84<br />
13,POLNGP62309015,7439da650d19737165bbddc324baac01,D,B,26<br />
14,POLNGP62309015,7439da650d19737165bbddc324baac01,B,D,88<br />
15,POLNGP62309015,7439da650d19737165bbddc324baac01,D,A,14<br />
16,POLNGP62309015,7439da650d19737165bbddc324baac01,A,D,71<br />
17,POLNGP62309015,7439da650d19737165bbddc324baac01,C,B,13<br />
18,POLNGP62309015,7439da650d19737165bbddc324baac01,C,D,53<br />
19,POLNGP62309015,7439da650d19737165bbddc324baac01,B,B,75<br />
20,POLNGP62309015,7439da650d19737165bbddc324baac01,B,D,54<br />
21,POLNGP62309015,7439da650d19737165bbddc324baac01,C,D,15<br />
22,POLNGP62309015,7439da650d19737165bbddc324baac01,A,D,83<br />
23,POLNGP62309015,7439da650d19737165bbddc324baac01,C,C,86<br />
24,POLNGP62309015,7439da650d19737165bbddc324baac01,B,B,197<br />
25,POLNGP62309015,7439da650d19737165bbddc324baac01,B,A,67<br />
26,POLNGP62309015,7439da650d19737165bbddc324baac01,B,C,48<br />
27,POLNGP62309015,7439da650d19737165bbddc324baac01,A,A,64<br />
28,POLNGP62309015,7439da650d19737165bbddc324baac01,B,A,24<br />
29,POLNGP62309015,7439da650d19737165bbddc324baac01,D,B,35<br />
30,POLNGP62309015,7439da650d19737165bbddc324baac01,B,A,49<br />
31,POLNGP62309015,7439da650d19737165bbddc324baac01,C,D,65<br />
32,POLNGP62309015,7439da650d19737165bbddc324baac01,B,C,44<br />
33,POLNGP62309015,7439da650d19737165bbddc324baac01,C,C,68<br />
34,POLNGP62309015,7439da650d19737165bbddc324baac01,C,C,10<br />
35,POLNGP62309015,7439da650d19737165bbddc324baac01,C,C,5<br />
36,POLNGP62309015,7439da650d19737165bbddc324baac01,B,A,46<br />
37,POLNGP62309015,7439da650d19737165bbddc324baac01,C,B,90<br />
38,POLNGP62309015,7439da650d19737165bbddc324baac01,B,A,9<br />
39,POLNGP62309015,7439da650d19737165bbddc324baac01,D,B,62<br />
40,POLNGP62309015,7439da650d19737165bbddc324baac01,A,D,60<br />
41,POLNGP62309015,7439da650d19737165bbddc324baac01,B,D,32<br />
42,POLNGP62309015,7439da650d19737165bbddc324baac01,D,B,51<br />
43,POLNGP62309015,7439da650d19737165bbddc324baac01,C,D,87<br />
44,POLNGP62309015,7439da650d19737165bbddc324baac01,A,C,39<br />
45,POLNGP62309015,7439da650d19737165bbddc324baac01,C,A,8<br />
46,POLNGP62309015,7439da650d19737165bbddc324baac01,C,C,11<br />
47,POLNGP62309015,7439da650d19737165bbddc324baac01,B,A,96<br />
48,POLNGP62309015,7439da650d19737165bbddc324baac01,A,B,12<br />
49,POLNGP62309015,7439da650d19737165bbddc324baac01,B,B,199<br />
50,POLNGP62309015,7439da650d19737165bbddc324baac01,A,B,55<br />
51,POLNGP62309015,7439da650d19737165bbddc324baac01,C,C,89<br />
52,POLNGP62309015,7439da650d19737165bbddc324baac01,C,A,57<br />
53,POLNGP62309015,7439da650d19737165bbddc324baac01,B,B,78<br />
54,POLNGP62309015,7439da650d19737165bbddc324baac01,A,C,17<br />
55,POLNGP62309015,7439da650d19737165bbddc324baac01,A,C,2<br />
56,POLNGP62309015,7439da650d19737165bbddc324baac01,D,C,4<br />
57,POLNGP62309015,7439da650d19737165bbddc324baac01,B,D,43<br />
58,POLNGP62309015,7439da650d19737165bbddc324baac01,A,A,66<br />
59,POLNGP62309015,7439da650d19737165bbddc324baac01,A,B,77<br />
60,POLNGP62309015,7439da650d19737165bbddc324baac01,A,C,40<br />
61,POLNGP62309015,7439da650d19737165bbddc324baac01,D,A,27<br />
62,POLNGP62309015,7439da650d19737165bbddc324baac01,B,C,45<br />
63,POLNGP62309015,7439da650d19737165bbddc324baac01,B,B,50<br />
64,POLNGP62309015,7439da650d19737165bbddc324baac01,A,C,47<br />
65,POLNGP62309015,7439da650d19737165bbddc324baac01,A,A,82<br />
66,POLNGP62309015,7439da650d19737165bbddc324baac01,A,A,16<br />
67,POLNGP62309015,7439da650d19737165bbddc324baac01,B,B,198<br />
68,POLNGP62309015,7439da650d19737165bbddc324baac01,A,A,63<br />
69,POLNGP62309015,7439da650d19737165bbddc324baac01,C,C,81<br />
70,POLNGP62309015,7439da650d19737165bbddc324baac01,B,C,58<br />
71,POLNGP62309015,7439da650d19737165bbddc324baac01,C,C,1<br />
72,POLNGP62309015,7439da650d19737165bbddc324baac01,A,C,59<br />
73,POLNGP62309015,7439da650d19737165bbddc324baac01,C,A,61<br />
74,POLNGP62309015,7439da650d19737165bbddc324baac01,A,C,37<br />
75,POLNGP62309015,7439da650d19737165bbddc324baac01,D,D,200<br />
76,POLNGP62309015,7439da650d19737165bbddc324baac01,B,B,74<br />
77,POLNGP62309015,7439da650d19737165bbddc324baac01,C,A,92<br />
78,POLNGP62309015,7439da650d19737165bbddc324baac01,B,D,95<br />
79,POLNGP62309015,7439da650d19737165bbddc324baac01,A,A,69<br />
80,POLNGP62309015,7439da650d19737165bbddc324baac01,C,C,20<br />
81,POLNGP62309015,7439da650d19737165bbddc324baac01,C,A,73<br />
82,POLNGP62309015,7439da650d19737165bbddc324baac01,C,C,6<br />
83,POLNGP62309015,7439da650d19737165bbddc324baac01,A,A,28<br />
84,POLNGP62309015,7439da650d19737165bbddc324baac01,B,C,76<br />
85,POLNGP62309015,7439da650d19737165bbddc324baac01,C,A,52<br />
86,POLNGP62309015,7439da650d19737165bbddc324baac01,D,A,93<br />
87,POLNGP62309015,7439da650d19737165bbddc324baac01,A,D,3<br />
88,POLNGP62309015,7439da650d19737165bbddc324baac01,B,B,80<br />
89,POLNGP62309015,7439da650d19737165bbddc324baac01,A,C,70<br />
90,POLNGP62309015,7439da650d19737165bbddc324baac01,D,A,31<br />
91,POLNGP62309015,7439da650d19737165bbddc324baac01,C,C,42<br />
92,POLNGP62309015,7439da650d19737165bbddc324baac01,B,A,79<br />
93,POLNGP62309015,7439da650d19737165bbddc324baac01,B,A,19<br />
94,POLNGP62309015,7439da650d19737165bbddc324baac01,C,B,85<br />
95,POLNGP62309015,7439da650d19737165bbddc324baac01,B,A,18<br />
96,POLNGP62309015,7439da650d19737165bbddc324baac01,B,D,91<br />
97,POLNGP62309015,7439da650d19737165bbddc324baac01,A,D,41<br />
98,POLNGP62309015,7439da650d19737165bbddc324baac01,C,B,7<br />
99,POLNGP62309015,7439da650d19737165bbddc324baac01,A,C,25<br />
