0,POLSMP62310012,25ee3986ae680b271526f0af150bcf6b,A,C,44<br />
1,POLSMP62310012,25ee3986ae680b271526f0af150bcf6b,A,D,15<br />
2,POLSMP62310012,25ee3986ae680b271526f0af150bcf6b,A,D,33<br />
3,POLSMP62310012,25ee3986ae680b271526f0af150bcf6b,A,C,11<br />
4,POLSMP62310012,25ee3986ae680b271526f0af150bcf6b,B,C,10<br />
5,POLSMP62310012,25ee3986ae680b271526f0af150bcf6b,C,B,7<br />
6,POLSMP62310012,25ee3986ae680b271526f0af150bcf6b,C,D,200<br />
7,POLSMP62310012,25ee3986ae680b271526f0af150bcf6b,D,C,37<br />
8,POLSMP62310012,25ee3986ae680b271526f0af150bcf6b,C,A,9<br />
9,POLSMP62310012,25ee3986ae680b271526f0af150bcf6b,B,A,27<br />
10,POLSMP62310012,25ee3986ae680b271526f0af150bcf6b,B,B,12<br />
11,POLSMP62310012,25ee3986ae680b271526f0af150bcf6b,B,B,21<br />
12,POLSMP62310012,25ee3986ae680b271526f0af150bcf6b,B,B,75<br />
13,POLSMP62310012,25ee3986ae680b271526f0af150bcf6b,C,A,16<br />
14,POLSMP62310012,25ee3986ae680b271526f0af150bcf6b,C,B,199<br />
15,POLSMP62310012,25ee3986ae680b271526f0af150bcf6b,C,A,19<br />
16,POLSMP62310012,25ee3986ae680b271526f0af150bcf6b,B,A,57<br />
17,POLSMP62310012,25ee3986ae680b271526f0af150bcf6b,D,C,1<br />
18,POLSMP62310012,25ee3986ae680b271526f0af150bcf6b,D,A,79<br />
19,POLSMP62310012,25ee3986ae680b271526f0af150bcf6b,D,D,60<br />
20,POLSMP62310012,25ee3986ae680b271526f0af150bcf6b,D,A,69<br />
21,POLSMP62310012,25ee3986ae680b271526f0af150bcf6b,D,A,96<br />
22,POLSMP62310012,25ee3986ae680b271526f0af150bcf6b,D,B,85<br />
23,POLSMP62310012,25ee3986ae680b271526f0af150bcf6b,D,A,61<br />
24,POLSMP62310012,25ee3986ae680b271526f0af150bcf6b,C,B,198<br />
25,POLSMP62310012,25ee3986ae680b271526f0af150bcf6b,C,D,95<br />
26,POLSMP62310012,25ee3986ae680b271526f0af150bcf6b,C,D,83<br />
27,POLSMP62310012,25ee3986ae680b271526f0af150bcf6b,C,C,5<br />
28,POLSMP62310012,25ee3986ae680b271526f0af150bcf6b,B,C,89<br />
29,POLSMP62310012,25ee3986ae680b271526f0af150bcf6b,B,C,45<br />
30,POLSMP62310012,25ee3986ae680b271526f0af150bcf6b,B,C,2<br />
31,POLSMP62310012,25ee3986ae680b271526f0af150bcf6b,B,B,26<br />
32,POLSMP62310012,25ee3986ae680b271526f0af150bcf6b,C,B,74<br />
33,POLSMP62310012,25ee3986ae680b271526f0af150bcf6b,C,A,52<br />
34,POLSMP62310012,25ee3986ae680b271526f0af150bcf6b,B,D,22<br />
35,POLSMP62310012,25ee3986ae680b271526f0af150bcf6b,B,A,63<br />
